,1st Submission,2nd Submission,3rd Submission,4th Submission,5th Submission,6th Submission,7th Submission,8th Submission,9th Submission,10th Submission,11th Submission,12th Submission,Global IR,Average Win,Monthly_STD,Unique_Submissions,Rank,AII
4cb8b66c,4.969635574859817,-5.502839181599069,2.773236055199244,-11.42680591989904,-3.620143978442501,8.977614225504094,-6.534074055649764,-2.077231814010725,4.413575388312152,-0.01729695379491345,0.5700101716406804,5.121813571867505,-5.293572140157417,-0.19604224300104334,5.87390149077028,9,91,0.7453559924999299
c34d255b,4.090803343027097,-5.260655056582081,0.6345475640687349,-2.827315045942842,-3.353202989363792,3.351766722773539,-5.518299214665316,-2.853680521056381,6.04675123115159,-1.021734908926878,1.095334580477669,3.338826163077827,-5.480124083174367,-0.18973817766340276,3.854178459089296,6,92,2.449489742783178
0509c220,4.323742930115175,-6.10986041151148,0.4128510225699735,-2.34331908061303,-0.5265600108966602,3.850274965857711,-4.036836137064935,-4.572288765846046,4.900295819491387,-6.307976854844775,-0.5457077656582355,6.086520401574952,-5.487553221686732,-0.40573865723549685,4.4020863148390585,1,93,11.0
856618c2,3.597326621511055,-3.230408311774057,-1.541624892324007,1.122444586201835,-0.7828746936699984,4.083921019083502,-5.117168534567021,-4.99226065859448,-0.7557599770979618,-4.591256533056461,-2.186938061132909,6.449938088730479,-5.550092178772608,-0.6620551122241686,3.7921878463073218,2,94,6.4031242374328485
41c16cc4,-0.2812325626638741,5.474413361259427,2.961015802813886,-2.625701303287722,-3.728386481944899,4.541804290653743,0.1433570382974932,7.973831919166344,-5.087142756479306,-6.610057181486215,-1.986762118042615,-12.04122349711613,-5.708332891746449,-0.9388402907358224,5.655043809026797,4,95,2.5495097567963922
bccf94bb,4.143408752622717,-7.68539073920415,0.6022512122520682,-4.509017509434162,-1.077659075762645,4.885728302345682,-5.748546177190599,-5.365710862778193,7.697357171221819,0.3660634486448107,0.5646607684423077,2.826305310091027,-5.874998628155864,-0.27504578322910983,4.772817824412602,1,96,11.0
8c13bdf6,1.000907272313622,-3.764452335191818,0.6931614383476566,-0.3235134224181987,0.5688914048510273,5.61252450624123,-6.869171575026807,-6.008858790638721,-9.701020719151924,-0.4480093698553397,0.7812556756470904,9.091996703556557,-5.981975382176237,-0.7805241009438019,5.232318161143215,9,97,0.6123724356957945
203bb693,-3.960143734958104,-3.471841919382881,-4.439659097395152,2.551842447668986,-2.945924081899487,1.125986383662765,-6.380039716578411,7.502925917528588,0.9658826884417002,-5.373817853441199,0.600899069555821,7.125363771836783,-6.103663566481754,-0.5582105104133829,4.652541477617178,11,98,0.30151134457776363
169b45f0,-2.228568919467655,3.09997469642621,-3.705321498688697,1.262078131464242,3.263304538183427,-10.81149747747083,3.181545720027981,3.585734027147585,-5.478581210421578,2.279950104488065,-3.264867224401756,-2.847889799372749,-6.21434611253137,-0.9720115760071465,4.503141811063238,1,99,11.0
b6b963b5,-1.390022084423458,1.059412495703075,-2.06042464442714,2.580100383445724,0.6221920189870337,-2.467436449607933,3.917099005425991,5.809291585053576,-8.142401415686448,-2.600569657759265,-0.9471487923193563,-5.447684235122677,-6.806813556006833,-0.755632649227573,3.8883033473081756,2,100,6.4031242374328485
2f030cc5,3.008064774801572,-7.946352672057867,-0.526424498736343,2.189798474777058,-3.254371576917731,4.017219181662561,-5.689715891405451,-3.389233311863486,0.1555109487253109,-1.793121285882876,-2.801579160262818,6.866067349182497,-7.030375649752244,-0.7636781389981312,4.25426856130125,1,101,11.0
47dd8149,-1.925469805092344,-6.611604080353763,2.745857943969436,-5.389904546793609,-0.2791841149113406,7.846941429104955,-4.713678924232914,-2.610114811993467,7.871370638266525,-4.961126940813434,0.3331501463728233,2.315789401080516,-7.058069324516376,-0.4481644721163848,4.902043732801222,2,102,7.0710678118654755
66752bbc,0.9050971180660843,-3.916377000682162,5.863819986002117,-5.952695081885993,-0.8313231817215089,-1.916369413214986,1.103085476205708,0.106475761396299,3.197382741374961,8.631399301012737,2.527643614672149,-11.61736794480183,-7.149803377473365,-0.1582690519647021,5.371167294571803,7,103,1.889822365046136
90d29bb6,-0.9183859655145161,3.744288832474065,2.558515012316278,-2.848452619922201,-2.724689665316738,3.067063408662355,0.5458622848888408,3.457639503443818,-2.141056154613111,-0.8388285399841957,-1.714595219429125,-9.986270899780807,-7.229009866864467,-0.6499091685646113,3.8315849584508737,1,104,11.0
14cbb019,3.990356460973254,-4.845983020051237,1.294987717779948,-3.799312748871295,1.01111023023823,0.1320834474580518,-4.876813115028288,5.310043539589638,-5.445170940549406,2.104734293043379,3.631815051064836,-8.468120548677595,-7.52820537989977,-0.8300224694192071,4.464502586225249,8,105,1.118033988749895
60b1d9cc,2.039801247807366,-6.925316317235122,-1.102859581941708,-0.1486190519808548,2.871987890740754,3.958019075801291,-8.258030975148117,-6.1472574069246,6.117547743196234,2.981416061306037,-8.517360387334104,2.856027375880336,-7.65387223483425,-0.8562203604860407,5.23515610220286,11,106,0.31622776601683794
7139c8db,-0.6142929438168666,3.812133801612538,2.356417451433575,-5.08887969492298,1.818031564762166,-6.148575886581551,3.334845287901497,7.49562983043275,-9.010539975930584,-3.286583155859433,3.714879600068253,-2.088474689479552,-8.370654806458802,-0.30878406753168236,4.896978185251883,5,107,3.1304951684997055
c53b3306,-1.99055746024396,-7.523597456692563,-0.4238670900917657,-2.626980265241817,0.8647830267101508,6.179077226892786,-6.52035913427723,-5.920094491989319,6.277338435881561,0.4445919905103195,-0.3443734463613414,1.314745818073155,-8.373467089152966,-0.8557744039025019,4.439497974883766,3,108,5.196152422706632
5fbf807c,0.4446678413556789,-7.605585571665187,-2.73845327474209,6.176589735450619,-5.696707267379945,-2.800785201814043,-4.454501088940944,-11.72162561953941,0.2360440809964854,5.656568353055333,0.9909080850000038,3.705539137012696,-8.452183456798926,-1.4839450659342337,5.406799532182526,1,109,11.0
91716b78,-2.460884842874361,0.6000674724981896,-0.5665480215760923,2.863632155687758,-0.8082475729606374,-3.81622013051026,4.361266082141173,4.408432834322968,-7.070143250685574,3.634948908670688,0.4947568600801517,-8.963904893314744,-8.611907319777679,-0.6102370332100616,4.347795749607938,11,110,0.31622776601683794
5c7bb709,-9.745976517231258,-6.609241130010483,0.813606447401018,-3.818858236384377,0.3337430034366969,6.618895372134638,-5.112456614487925,-4.73020889753618,8.006679792242533,-1.008948273539422,0.1019134628054475,3.047266312321193,-8.79756504503371,-1.0086321065706765,5.296294253260207,10,111,0.4714045207910317
dfb3c499,6.114717679201513,-2.873721652370739,-1.273821642538809,-4.407177946912018,-1.503052351932381,9.810885610083341,-4.688562342408893,-5.397598853578238,7.355103037000334,-1.348823645421884,-4.457501303421036,-6.948681991337899,-9.058045025565098,-0.8015196169697258,5.499457670413945,7,112,1.1338934190276817
3862cc83,4.285076003264026,-6.088037597830456,0.04119964229118945,-1.961841611525248,-0.7612306922958243,5.988908613047911,-4.911315489971881,-5.002316240035659,3.158542726076552,-2.240104823225472,-0.5686767615871693,3.050968582211075,-9.204031444573223,-0.41740230413174634,3.901082044925505,10,113,0.4714045207910317
84d63b80,-0.3384805187535336,-4.914739286177583,0.8626166050407807,4.613794612576943,-1.723633102581098,-1.699565977638712,-5.05817575051527,-3.695696637125145,7.649951091694067,4.088742284526513,-4.806389768650309,-4.019528412287453,-9.374455188111577,-0.7534254049908998,4.25429140492022,7,114,1.889822365046136
96609938,2.440156423524304,-7.266959864735845,0.470127873467481,-5.581810332636955,-0.252958224526793,11.06695684001415,-4.815986258673533,-6.047135334982101,8.032730834393012,3.568333156871015,-1.496353493179581,-3.559992836494172,-9.405059854683802,-0.28690760141325145,5.749516850112434,3,115,4.654746681256314
b681845b,4.426475166221808,-6.320450313154192,1.596824982320565,-4.428188972957297,-0.7454933870485888,4.987734873094856,-7.582454806673495,-5.963526615779066,5.871555746441185,2.332673874168271,-1.439095403121117,-3.422432279408218,-9.475612756239576,-0.890531427991274,4.713375842812717,2,116,5.385164807134504
c47b9db1,-2.807587347866281,-5.704315022128184,1.380639923044142,4.667393553991638,-1.033194506815305,-2.097074814500349,7.25443419458268,7.576157115968177,-8.165026899852316,0.7767529278772946,-1.268743233171208,-6.630276063191915,-10.02853420869382,-0.5042366810051356,5.129175863757622,9,117,1.0
db442696,-2.628426837909839,3.881756642023023,1.081213626803766,-0.1144921113088896,-3.863620296594346,2.803073295602674,5.023886073332728,3.653726238987946,-3.629337438300138,-0.503604540222932,-2.162411473845482,-9.745241512828324,-10.19629224731782,-0.5169565278549845,4.203864636517575,1,118,11.0
07c9170b,2.143778627797118,-6.115160930829407,-3.657996863396407,-5.059172922039888,2.005306346660605,-7.902637130962127,4.86933340976914,4.578558379288023,-7.009061768485864,-0.9928305139449687,3.02145614653663,6.938387001807325,-10.43775937852518,-0.5983366848166519,5.180388480112606,12,119,0.0
05cd7224,-2.906161172377297,4.581458840258944,-0.7728449289676614,-0.294340303046127,-0.967557532165385,4.762001205006856,-4.825236746071987,5.264023951989221,-6.715814655322363,0.829685610852766,2.145401620366055,-8.208246947403655,-10.95626049921615,-0.5923025880733862,4.454659325103152,11,120,0.31622776601683794
66c4f4fd,3.038593452532912,2.031915743255928,-0.4165936538168392,-4.015192939155797,-1.75812029552201,2.352317821253133,-2.069866244054849,8.903300072653302,-7.79867414194844,-6.193572420632607,0.903042482535001,6.222368973526299,-11.07432290562355,0.09995990421883623,4.8657210640699695,10,121,0.4472135954999579
7cb34dbb,3.929433831940797,-7.690334638852627,1.338182740750236,-2.891174427084944,0.1311757448230646,2.939202766221427,-7.373288899944204,-6.116383480292053,0.04018862818176434,-1.152006670907269,2.775170151910181,-9.99641139019081,-11.07467750691769,-2.005520470287036,4.727638003739177,12,122,0.0
12b14bfc,-1.051269444129916,-1.091667294121977,6.107397637281776,-4.569814895018438,-1.589584922375009,1.406598382061988,-0.5532092565701208,-5.36237349695838,8.279947092932428,4.094213655840595,-1.848060060375591,-7.761270830922751,-11.13137060207768,-0.32825778602961625,4.687764832433207,12,123,0.0
20fbd380,4.052070685344614,-4.626282222052632,1.920944988867588,-6.560397752882982,-0.8111006583093113,9.751952565104347,-4.208926299676668,-4.113608555410843,7.73625484295261,-1.733382935589398,-1.608746003233572,-4.755634403858291,-11.24211245925341,-0.41307131239537836,5.230650526114002,5,124,3.1304951684997055
dd807d74,-4.649308220831807,3.31854653868129,-2.406023532330941,-2.256901226905366,-0.8362621687242173,-4.13778898439228,-5.676339182799238,-4.072137464995936,7.150951122716605,-5.558250608123226,1.785077250110753,-0.1130977718806997,-11.26973698339828,-1.4542945207895885,3.9310535903552726,9,125,0.7453559924999299
f4767b9c,-0.950459582016192,-2.455300231401906,2.169643088125544,5.638260387150293,0.2049212074383217,-1.872005443700503,0.7362092032939824,-4.982625808629052,-3.180539309865924,-0.6742071304945931,-1.604407482663959,-8.696408290429646,-12.12115079348069,-1.3055766160994695,3.5759528604718644,11,126,0.30151134457776363
611c19d0,-4.012511995079129,-5.972217322696254,-0.5389575784294872,0.8071871897442838,2.48311371621377,4.698262994492596,-4.517279297086198,-4.12560982060987,3.764795442828208,-2.12269490745097,-2.204027120714648,7.539630360571297,-12.60080187384221,-0.35002569485136664,4.235013365851431,3,127,5.196152422706632
190cb995,4.28229050389218,-8.16005352950003,0.7112914614636671,-5.666777909569981,-2.242201889443761,6.274723741309508,-3.703583575640572,-2.79176114446192,3.708379660158919,-0.5808047063468723,-1.661881187473494,-1.797447682487191,-12.8329472629066,-0.9689855215082955,4.180776001136547,2,128,7.0710678118654755
6f6dc500,-0.2568680025877296,-5.972217322696254,1.214532036337562,-4.138886891126112,1.030790468187643,-0.1128794170879387,-3.4863040690186,-4.058827627000354,9.57811606611955,8.403041066044707,-5.650620373325686,2.640018290918932,-13.03436323632608,-0.0675088146028564,5.092226041521885,4,129,3.1622776601683795
bbf60ff1,-3.149495603774091,-7.682922181880294,-1.540658426252904,1.061317669336794,-2.014010330403936,-0.3849772292064907,-5.609535038515634,-3.331000909389674,5.95189252757319,-5.786563260457878,-6.003482081931682,2.448780240452263,-13.21196872193497,-2.1700545520375285,3.9732234975081857,12,130,0.0
b42b1297,3.015581252270644,-6.974745109541352,-3.28594467649616,3.9615552343964,-0.7075687964706018,-4.479102656533742,2.791493473860882,2.610606091039447,-5.335443443777837,3.933678105280555,-1.332994106320511,-6.554425190872754,-13.27179392514035,-1.029775818597086,4.214215664327665,4,131,3.1622776601683795
98669526,3.023593102326612,-3.418390829674058,-4.346473854150884,1.82108812044998,3.661004301022786,-6.642885218609395,-6.978873198209777,-1.143880183331303,-0.09123466793968639,1.16612248537839,1.397787379077843,-0.7875525004302708,-14.42135315674886,-1.0283079220074804,3.5908080282647417,7,132,1.1338934190276817
c9b02591,1.907972254776415,1.179941824626884,0.4054409496253936,3.493215846993304,-0.1625221223308084,-4.07863956789234,-5.54847489135593,-3.503530105659048,-8.456562798845018,-0.2553610929830156,-0.728506753769873,7.368694122123501,-15.22305160061464,-0.6981943612242114,4.239199169224498,10,133,0.6324555320336759
b974c16c,-1.41727045798882,-1.847319950812784,0.8730492766522654,-9.838024300764483,-3.681926848978612,1.787617153529287,-4.066716415292465,-1.570714996595224,6.450906004439164,-2.392915957932782,-0.08008736188666406,-2.91984282171898,-16.68713090517054,-1.5586038897791745,3.8782476158875667,1,134,11.0
921f735d,-10.72201529827479,-10.84226126213984,4.133311804218745,-2.244845917012118,-0.7574030520567727,-1.599328542754416,-8.262113250343267,-4.752966804386458,3.591957292701893,0.0538144420274327,0.1844716899202019,6.035509491139219,-17.04576540299699,-2.098489117246681,5.601518786554344,8,135,1.4142135623730951
0db5fc0c,-2.229015635341129,12.79548230214577,-6.114574914121208,2.229249677930116,-2.515482577192627,7.567033645006909,-4.595677751927989,0.1016095478980137,-8.905725386577481,-0.469693597372638,1.757053182328509,-7.445681991031103,-17.41981452758869,-0.6521186248545717,6.2429855645992545,12,136,0.0
47dc617b,0.2836202442005989,-5.972217322696254,1.214532036337562,-4.493768183748576,-0.4014462374781243,6.557444873904335,-5.076496860972603,4.359986953206145,-7.713648761549947,3.413952640095377,0.4882004697395629,3.412069430481961,-18.17401529115935,-0.3273142265399969,4.543814995275345,10,137,0.4714045207910317
86458890,4.322958063346378,-6.169693866638154,5.461387833208336,-4.417968158679608,0.837836606285632,5.141314582346442,-5.424003103032199,-4.679649312624329,-16.02845613289849,0.9369279873018546,-0.4225741950856471,-6.577767799940069,-18.28104370416452,-2.2516406247008214,6.215439090098139,12,138,0.0
0b1bfb9c,3.048162264676729,-1.302701089160262,-0.6689309998108334,-6.297724222286356,1.857542423740488,-0.5312811692876294,-5.740656808186947,5.434081577362491,-7.028027345213086,-6.605361938736659,2.86988877711786,-6.577330025882382,-19.67177194137891,-1.7951948796388824,4.504170186880582,12,139,0.0
f743b142,-1.053566351789944,-3.090626857403239,1.72175245785829,-2.786889630266444,2.750234933309475,-4.143507803743442,-3.258576522397534,1.466178434300601,-7.951579501422063,1.523275956653013,2.83538439548361,-8.348299839840653,-21.14191043826079,-1.6946850274381944,3.904678126826273,8,140,1.4142135623730951
5f3cc21b,-9.213376704787695,-6.669606965160127,-4.002043337129331,-1.816104112372842,-4.52514971424413,0.08856339154867586,6.217311682198653,6.144089694497156,-3.230617121866084,2.357635204263062,-3.277758679371441,-6.235026517233439,-21.48702226592866,-2.013506931638129,4.885397954775477,12,141,0.0
30c5c41c,4.034016287002486,3.011059397081382,-5.424075556111161,1.048515025727851,-5.284844491353594,-0.4579251661381096,-2.690273669125016,2.445074566269993,-10.69224726577181,-4.650704161006289,-4.684987608311494,-6.901857771646244,-22.01307855384184,-2.5206875344485007,4.537786273653077,2,142,7.0710678118654755
b4977cb7,4.174752139883203,-5.71146055780238,1.349629058955971,-0.8820858326412411,-0.830986344835607,0.9860807112736235,-1.291062912405986,0.5658701748077755,-6.063398244943752,2.136359066544377,-0.3345407103405767,-9.481260589474008,-22.60984850910678,-1.2818420034148834,3.907062117016152,12,143,0.0
2ddbfd56,6.992090166079948,-6.3950199167292,-5.715570594146875,-4.146203229213822,-4.305313535991304,1.5752080063126,0.1621485824931582,-1.852819812095546,5.549535796372488,-10.24965589906634,-2.179103890354794,1.969196326404528,-22.6639856666881,-1.5496256666612631,5.043299212779805,12,144,0.0
c29fbf4f,-2.464452095253761,-2.943447323431385,0.1213739622002819,4.767677978780361,-3.660660790693424,-0.5645213964458211,-5.272997107254333,7.339086341072321,-7.274314162559318,-2.404501713953052,-0.7046164737816234,-8.636699962097115,-24.07771669668274,-1.8081727286180724,4.546938851481842,12,145,0.0
b4264c50,4.785242173166565,1.316493347190082,-4.114368159710124,-12.70415498756396,-2.255186549940454,1.810889386227011,0.7194212207064165,6.611072593990472,-4.457475588841159,-0.5307297464777558,-0.2566891171803458,-3.736529233978847,-25.61695089397816,-1.0676678885343414,5.009478626803456,5,146,3.1304951684997055
bc8c2b83,5.299981106847465,-6.148821734782728,-2.200051646940679,-2.660069623776661,-4.477897299079723,-0.902113813035919,-11.01368513723813,-7.235986617484373,8.22911662067258,3.534875850280046,1.852774365579772,-14.82057119787926,-27.32725672293907,-2.5452040939031346,6.727820036333912,12,147,0.0
dfcb064c,3.990356460973254,-5.972217322696254,-10.19344221239934,3.357217815809975,-2.090093077615106,-3.612771769944544,-5.272997107254333,-4.834453883606936,-7.671264566182136,-0.01729695379491345,0.5700101716406804,5.121813571867505,-29.18380084818977,-2.2187615727668457,4.877557155942725,9,148,0.7453559924999299
