,1,2,3,4,5,6,7,8,9,10,11,12,Global
2b8b032c,0.18266371702939843,1.315891681866087,-2.3688260089570137,7.900229654498969,,,,,,,,,12.30573571220826
6193fbd1,,,,,,,,,,,,,0.4534698057912087
380c6343,-2.830982299030472,-13.770744856516298,2.785682104524935,-4.145207541369751,-10.458686183290883,-16.332699746365588,2.3743112703194886,-2.166469991567292,-21.373999504574993,-4.166805100281868,-8.665115947700587,,-4.037372049126876
1240bcc8,-0.18726431397724927,-5.837804498404366,,,,,,,,,,,-2.91564172934392
2d729675,,,,,,,,,,,,,0.4534698057912087
91716b78,-2.280899123979258,-4.505101573403859,-4.505101573403859,-4.505101573403859,-10.414137243769812,-10.414137243769812,-9.939967815175619,-9.939967815175619,2.40859247485541,-5.810695036347765,,,-8.611907319777679
ccb2bfb9,5.6924651264837225,-5.912941075422167,-2.594928511786964,-5.048807082818611,34.75448034029945,12.575212744860936,24.312104166611928,19.30641607996128,22.083962830863307,21.842716077083846,6.264615082538013,,24.72014583144113
9078bb5f,,,,,,,,,,,,,-3.283162545628261
656bb49c,7.796563644109306,-3.0281270591431975,,,,,,,,,,,-3.685595518504098
6f6dc500,-9.631400275558999,-3.5428753523616585,-9.899495391886797,,,,,,,,,,-13.03436323632608
34cf2f3f,,,,,,,,,,,,,0.4534698057912087
39b9b3b1,-5.643437335678447,,,,,,,,,,,,0.3609090116240664
939398bd,,,,,,,,,,,,,-5.083091103118241
d5c78bbc,0.4534698057912087,,,,,,,,,,,,1.372371566629952
f8fbd1bf,-1.2819688504887787,9.340383696777195,10.585363485171227,10.126886484526764,9.952579968310518,21.198029731635703,15.15963402221955,14.7343505281021,21.279948944952203,30.93304832417699,29.910232319509625,,28.65539202087109
916fdfd9,-2.3264965124189643,1.161771849950527,2.9121672338339244,,,,,,,,,,4.092423879772977
644389bc,,,,,,,,,,,,,-1.157129023231476
c8f498d2,4.793101004398531,13.88280396715454,-3.0478786388825627,,,,,,,,,,-3.047878638882563
08986844,6.6073639783362434,,,,,,,,,,,,6.086793962641956
2c78c015,,,,,,,,,,,,,0.4534698057912087
60b1d9cc,-1.9293180453581475,-5.992932218944826,-7.080184122146729,-11.02399371717786,-13.625510671533062,-9.245192842279204,-8.142990429771958,-5.650403829867188,-5.539537272292374,-7.249532778047345,,,-7.65387223483425
4b556c23,-7.3053238989795055,0.0992033848908187,,,,,,,,,,,-4.837893001144644
b3bbdb72,1.6752473069158162,6.083366508434064,6.616425235384207,,,,,,,,,,6.616425235384207
ffbf60c3,0.4534698057912087,16.48281507743507,-1.4443360418636453,,,,,,,,,,-0.2461584870266171
b6b963b5,-3.8741401296123015,,,,,,,,,,,,-6.806813556006833
b5188797,1.2568952223582466,1.0859731396625876,,,,,,,,,,,-2.222768255748727
dcc4c022,5.115136680329766,4.806360160656543,-4.051353236054295,-6.519423241544427,-12.23778669962273,-10.215783807116734,-4.296913959064862,2.5901760250424246,-6.975403626718686,,,,-1.018754582369496
d10b6093,,,,,,,,,,,,,0.04025529627876828
15db49cb,0.4534698057912087,,,,,,,,,,,,0.4534698057912087
1d3cd369,-4.053810537705972,-1.6378059331894053,-13.216534169232899,-6.496102508378542,-25.722959751496006,-26.495969110849508,-25.891441048111087,-13.803878626650627,-20.756978019651896,-22.606545395160502,,,6.153598678307173
05cd7224,-5.808972040587661,2.1983892341451052,-3.9867238589383187,-12.168045283142021,3.232458921678393,3.0041759016191523,-11.328645970247038,-14.11362404051918,-5.7183121889886905,-7.216467429477805,,,-10.95626049921615
1cd83ccc,,,,,,,,,,,,,-1.337916307413554
87852799,2.950127373866683,,,,,,,,,,,,2.950127373866683
f4767b9c,-4.532252497550187,12.34251280865667,9.64011236001585,3.0644758555658083,18.258234541660947,-0.29700207322249045,1.0895765341929744,8.122763978538766,1.6225231563839124,-8.612078318667681,,,-12.12115079348069
5ff2c089,0.34286347204400774,,,,,,,,,,,,2.066869364644196
bccf94bb,,,,,,,,,,,,,-5.874998628155864
d562f28c,2.0115616853090463,4.8142350872828255,-1.6123328686714316,,,,,,,,,,-1.608210175103181
5fc3bcc4,0.46825765761089416,0.8051052670430131,0.6988715028495659,,,,,,,,,,0.6815125036869529
7589718c,1.2248493355658954,1.2248493355658954,13.975322170067212,,,,,,,,,,12.47064009154358
917cb964,-4.068660957081886,2.663910364737687,,,,,,,,,,,7.645336866585782
b57b89cd,4.371456460304532,0.9409211897376171,,,,,,,,,,,1.608659209632357
0b1bfb9c,1.7908277629113705,1.08575245529756,-6.605823416396058,-3.3839643023750607,3.584774203194263,-15.268026000124355,-9.669880054749614,-21.279046460394984,-22.368579470912085,-21.00965329883684,-20.202993074894593,,-19.67177194137891
f067b9f5,0.4534698057912087,,,,,,,,,,,,-0.5267436319787893
bc9c8c4c,,,,,,,,,,,,,3.0571992159438
dd543bd7,-5.148271639791201,-5.696098518951531,-0.10005704913718448,-3.656709899227231,2.3571724636507856,2.0459497064512293,2.5231568160080617,0.744253052785425,-0.46441960441104807,3.243610870677351,,,2.685877478856571
872bdbc9,0.4509311916270318,,,,,,,,,,,,17.94236148624983
20fbd380,-5.104576255069475,-2.52300694178826,-6.392977289145484,-8.381679421861302,,,,,,,,,-11.24211245925341
3cd1929f,,,,,,,,,,,,,1.260550574800915
2b6cb11d,-2.62507237865844,,,,,,,,,,,,-0.4679939422833207
2f030cc5,,,,,,,,,,,,,-7.030375649752244
b44cc9cc,,,,,,,,,,,,,1.669795091375911
28bcc3f9,,,,,,,,,,,,,16.3383646853469
47dc617b,-25.431396985103333,-3.1593730783394185,-4.023878899895034,-13.249357878153374,-8.279359694909767,-23.351877836360963,-28.570386261574487,-25.150950389186495,-21.701886041899314,,,,-18.17401529115935
169b45f0,,,,,,,,,,,,,-6.21434611253137
c3b8d4fc,3.242143376504015,,,,,,,,,,,,-2.297016136534687
f743b142,0.6233150141582819,5.410350286154683,-6.163065627436845,-8.250777221307779,4.1571949321512625,-0.413638284622968,1.359518655669218,,,,,,-21.14191043826079
3900b673,-3.670493958069719,-4.055868070268029,,,,,,,,,,,-4.407311680877481
12b14bfc,3.7612890046693472,2.4938940040091744,-2.182123876409635,2.112186221288139,5.348208159855686,6.68938356878803,-0.5765196509688812,5.52096916743888,11.246629113134567,8.313792962430657,-9.88853258560005,,-11.13137060207768
38c7fc7b,3.230922897173884,5.132608024657149,-23.698944591726676,-0.879898542612241,1.977603500665772,1.977603500665772,-2.901594021454923,2.9875106556218554,2.9603022581500484,2.9937058927842726,1.5363784726834369,,3.717547799256029
7139c8db,0.7914294357603476,-0.9893039479095497,14.640197730373558,4.724061313509977,,,,,,,,,-8.370654806458802
9b7bb959,0.895100413671984,13.61713607872061,9.532262298994675,-0.7313268748783929,3.8230445720043065,18.94277347443403,20.117858296860287,22.089920645092306,22.963549917776245,23.208935613051928,21.89644186940872,,21.53685399881584
bbf60ff1,4.291592259342199,-5.527741698316839,-10.704323077185101,-7.972569319633745,-15.882003528367555,-15.790550210325035,-19.91936792621471,-5.847738788023402,-1.838994725078226,-8.62802881486132,-12.925107871308764,,-13.21196872193497
db21f28b,3.358495887688755,1.8491281536409079,-0.040052584860561236,0.012354332479377552,0.7562598917285401,-4.106778953651227,-6.309200923235236,-3.52128630857567,-0.8586955690543473,-1.4736505294967637,1.4600868553787465,,1.301078077644166
0db5fc0c,-12.116364882464739,1.7756052474838975,1.7756052474838975,0.07977395382650453,-12.325472387463295,5.996232040750195,7.458126246942037,-7.124624841918741,-21.4538515931105,-10.957406249393896,-10.691252538457299,,-17.41981452758869
d9bc9425,9.586652996494603,,,,,,,,,,,,3.610024093200552
31bb28c9,0.6065533447821383,0.47206920336869024,-0.5827263756424842,2.5492069538489908,-1.4938479819671098,0.6764995733874887,0.18228333214113684,-1.2268155650054342,-7.883609342321247,,,,-2.003646285283003
3b28f32c,0.4534698057912087,,,,,,,,,,,,0.4534698057912087
b2b1cbc6,,,,,,,,,,,,,0.4534698057912087
cd4803dc,5.402141365714768,9.943865328739728,3.6911374908711805,,,,,,,,,,3.69113749087118
5575925b,,,,,,,,,,,,,-3.3840846722754
b974c16c,,,,,,,,,,,,,-16.68713090517054
dd8bb8b0,,,,,,,,,,,,,0.4534698057912087
7830dcbb,-9.570642206913321,-12.612010777277005,-4.977182450388164,0.5045897491489789,,,,,,,,,6.61544083352267
89c29b7d,-2.87701856905692,5.174896754015675,,,,,,,,,,,-0.5734006360316934
3862cc83,-1.6951404390261855,-3.0732521557817885,-3.051370166227407,-3.1648245650344946,-3.8610352582283634,-5.0144114240236135,-3.3488465475461386,-6.289534105075469,-8.118141949873452,,,,-9.204031444573223
611c19d0,-5.804578299432394,-7.827279664095033,,,,,,,,,,,-12.60080187384221
ccbb0fd2,0.4534698057912087,0.4534698057912087,0.4534698057912087,,,,,,,,,,0.4534698057912087
84d63b80,-5.596216509346818,-1.8891217449781006,-11.492501593543189,-6.500707130195407,-12.710552937084527,-10.960082332743339,,,,,,,-9.374455188111577
7cb34dbb,-12.296866619582831,-9.893892734127347,5.753561623008564,-2.5615236557135144,0.5199132226187899,-4.59046522682842,-3.2368642418115896,-4.933213353085006,-13.014711522208001,-7.440931637835731,-3.6757282505566344,,-11.07467750691769
bfd7c457,2.096493672416514,-25.007545498120752,-13.225101082018519,-1.8781770389249808,-14.33893327495408,-8.098873753436957,-12.12281941672038,-10.748402676373718,-4.125775868849157,-17.037528063032823,,,-3.657916232198031
59405297,-5.201578943533813,,,,,,,,,,,,2.231325883936399
d874631c,0.690162593606326,-0.45095651437755174,-0.24709624612019798,,,,,,,,,,1.747086853383119
b681845b,0.151358630849784,,,,,,,,,,,,-9.475612756239576
0102b20c,,,,,,,,,,,,,-2.742338036153232
3d227c13,,,,,,,,,,,,,1.258428904489145
1995b9c2,-15.873177462838896,,,,,,,,,,,,-0.3000487249480144
3653df28,,,,,,,,,,,,,0.4534698057912087
bc8c2b83,-14.892245588759335,-1.3794643964684339,-4.04631644686476,-6.68210763818326,-14.737039122654627,-13.03688783562053,-14.906912980180522,-18.266518063947675,-20.93751052297362,-22.024402401848874,-26.621032010000278,,-27.32725672293907
b17cd734,-0.10019384805416057,-0.11353955884093651,,,,,,,,,,,6.786278831638454
63c2f835,,,,,,,,,,,,,-3.528645143828446
d707cb75,-5.452501036701928,-7.4885934109592425,-7.4885934109592425,6.909998908335046,1.6360300835287367,0.0974297022929746,0.639893277232687,1.3980583719814086,0.1369773001086129,0.1369773001086129,-0.2351577983719586,,0.5538061756666968
c34d255b,-0.03416193589136785,1.144996379183508,1.650410128605238,1.6417331758936407,-9.049243476035956,,,,,,,,-5.480124083174367
880fbc83,,,,,,,,,,,,,0.4534698057912087
8c90882c,5.944354062566214,1.2620864029981569,0.5948680883731043,1.0104643689214294,1.0104643689214294,-2.148834121107345,,,,,,,1.148756357239684
190cb995,-10.47518698395426,,,,,,,,,,,,-12.8329472629066
f5d74bfb,-7.15275004884798,-0.10936553705299623,0.4897128190231711,-2.9896207145627107,3.304079497538999,12.956364564703978,,,,,,,-0.4833200587428955
b42b1297,-4.748431960256944,-0.44228675856198046,-14.900787673225933,,,,,,,,,,-13.27179392514035
66752bbc,-25.823818026432203,-3.5795019794772807,10.40022167368899,1.9048178761125745,1.9048178761125745,-10.14199439686967,,,,,,,-7.149803377473365
07c9170b,3.724416861439612,-2.8933603480242205,-2.935140469060621,-8.729158237905802,-9.87528486110504,-16.517132070807698,-22.892218759683985,-21.610306634319784,-23.426047877921803,-24.595076603677224,-17.087524179276272,,-10.43775937852518
4cb8b66c,-1.1819871925116865,-1.6426715200842967,-2.6236629646625,-5.297747374674212,0.04137629629060452,-7.611789965974679,-13.163743187183343,-17.862188198189052,,,,,-5.293572140157417
d18b809d,-5.04390973246305,,,,,,,,,,,,-0.2197890443333467
dd807d74,6.866360706000869,-6.447717545920711,-13.227616970845087,-15.55425067955327,-1.5964488292977768,-23.472178967766535,-28.32139642827106,-17.43182136030958,,,,,-11.26973698339828
b4dd7019,2.6376974238768187,13.076582797953538,7.985386825509846,14.65424991828946,5.6030830038799175,9.430552379827557,12.477902307824188,13.54690972172537,12.247367980052196,12.928813617000847,,,8.883551239154745
c261b5c3,-1.026764039135994,,,,,,,,,,,,-4.277355007042329
0509c220,,,,,,,,,,,,,-5.487553221686732
c53b3306,-7.666976736869733,-5.508606063057145,,,,,,,,,,,-8.373467089152966
48cf320f,,,,,,,,,,,,,6.606884339389337
66c4f4fd,10.326802568335745,4.767789246346523,7.309610674359884,1.9002388258633032,-9.872532400767618,0.9475088387008931,-3.447866189176093,-16.436095847695963,-20.449741510418356,,,,-11.07432290562355
d252b0cc,-4.119614443597831,3.9894649092531598,-3.490146802160812,-3.761851954391864,-3.3694732589775205,-2.532494934572953,,,,,,,3.716068633853358
dfcb064c,0.4534698057912087,-30.46265307341263,-18.232825801917286,3.591937315973187,-17.08059276741443,-9.362493273329449,-9.362493273329449,-38.97434471005341,,,,,-29.18380084818977
4487833b,,,,,,,,,,,,,23.62412005223386
b1002bc9,2.6225779201453436,1.7125671575600812,0.6606674461902696,1.0413811307564806,1.8693546718601277,0.6218527351606381,0.6054608942061692,1.375817257030454,1.1393960912893557,1.4665685050497401,1.3010620727862303,,0.9174304307677076
